,parent,node,branch.length,label,vesicle.x,nt.x,region.x,vesicle.y,nt.y,region.y,vesicle,nt,region,label.order
1,335,1,42.3651283443189,STR_13-11,tele,gad,str,tele,gad,str,tele,gad,str,324
2,335,2,42.3651283443189,FC_6-6,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,323
3,354,3,20.2690971398054,STR_13-6,tele,glut,str,tele,glut,str,tele,glut,str,185
4,616,4,0.0650928326041698,STR_10-2,tele,gad,str,tele,gad,str,tele,gad,str,314
5,616,5,0.0650928326041698,STR_11-2,tele,gad,str,tele,gad,str,tele,gad,str,313
6,642,6,0.0465540640753368,STR_11-3,tele,gad,str,tele,gad,str,tele,gad,str,310
7,642,7,0.0465540640753368,STR_11-1,tele,gad,str,tele,gad,str,tele,gad,str,309
8,537,8,0.585929536879435,STR_10-5,tele,gad,str,tele,gad,str,tele,gad,str,315
9,641,9,0.0159263904123845,STR_10-1,tele,gad,str,tele,gad,str,tele,gad,str,312
10,641,10,0.0159263904123845,STR_10-4,tele,gad,str,tele,gad,str,tele,gad,str,311
11,418,11,0.994084655199632,STR_10-3,tele,gad,str,tele,gad,str,tele,gad,str,316
12,375,12,9.21908305350151,STR_13-8,tele,glut,str,tele,glut,str,tele,glut,str,274
13,601,13,0.170976963983714,STR_13-3,tele,gad,str,tele,gad,str,tele,gad,str,318
14,419,14,1.83451676489858,STR_13-5,tele,gad,str,tele,gad,str,tele,gad,str,321
15,586,15,0.365616692799269,STR_13-1,tele,gad,str,tele,gad,str,tele,gad,str,319
16,497,16,0.511949770634188,STR_13-4,tele,gad,str,tele,gad,str,tele,gad,str,320
17,442,17,0.122945528482791,HC_4-1,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,306
18,442,18,0.122945528482791,HC_4-2,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,305
19,601,19,0.170976963983714,STR_13-2,tele,gad,str,tele,gad,str,tele,gad,str,317
20,412,20,5.66220360270786,STR_13-7,tele,glut,str,tele,glut,str,tele,glut,str,262
21,645,21,0.0669504816238086,HC_5-1,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,299
22,620,22,0.171364100523151,HC_5-2,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,303
23,372,23,10.7811739789884,HC_3-4,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,275
24,426,24,4.35249593301737,HC_3-5,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,261
25,645,25,0.0669504816238086,HC_5-8,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,298
26,334,26,6.97874741056682,STR_13-10,tele,gad,str,tele,gad,str,tele,gad,str,322
27,606,27,0.206719301276176,HC_5-7,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,301
28,607,28,0.242738137214379,HC_5-4,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,304
29,625,29,0.100241927535045,HC_5-6,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,300
30,620,30,0.171364100523151,HC_5-3,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,302
31,635,31,0.0380382202435631,HC_6-1,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,296
32,518,32,0.362051065319038,HC_3-10,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,260
33,635,33,0.0380382202435631,HC_6-8,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,295
34,631,34,0.143359037583707,PC_2-7,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,205
35,598,35,0.237922668088099,PC_2-2,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,208
36,534,36,0.184075029029865,HC_3-7,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,257
37,540,37,0.383213193831834,FC_3-8,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,289
38,644,38,0.0654773418115675,FC_3-7,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,286
39,542,39,0.536913614118746,HC_2-4,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,228
40,631,40,0.143359037583707,FC_6-1,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,204
41,514,41,0.11447695000446,HC_2-7,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,223
42,628,42,0.112858872422601,PC_2-16,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,194
43,638,43,0.0534521922797609,FC_3-3,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,282
44,643,44,0.0392603416135353,FC_3-13,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,288
45,518,45,0.362051065319038,PC_1-5,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,259
46,525,46,0.159287204628975,HC_6-7,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,297
47,646,47,0.0254112600534461,PC_1-9,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,279
48,597,48,0.170377381192792,PC_2-17,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,198
49,647,49,0.0676367322280881,PC_1-4,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,277
50,563,50,0.408530804951213,FC_6-2,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,199
51,476,51,0.137906481933135,FC_5-1,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,203
52,630,52,0.0250622736018586,PC_2-4,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,207
53,646,53,0.0254112600534461,PC_1-8,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,278
54,640,54,0.0756648809266921,HC_2-6,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,222
55,597,55,0.170377381192792,FC_6-5,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,197
56,630,56,0.0250622736018586,PC_2-5,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,206
57,583,57,0.36330809121192,HC_2-2,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,227
58,643,58,0.0392603416135353,FC_3-12,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,287
59,513,59,0.974578422779056,FC_3-11,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,290
60,614,60,0.187711786698719,FC_6-4,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,195
61,534,61,0.184075029029865,HC_3-6,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,256
62,587,62,0.0906305284941772,PC_2-11,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,215
63,628,63,0.112858872422601,FC_6-3,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,193
64,541,64,0.324828218280126,PC_6-3,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,230
65,647,65,0.0676367322280881,PC_1-7,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,276
66,458,66,2.13363070108472,STR_13-9,tele,gad,str,tele,gad,str,tele,gad,str,167
67,410,67,4.30619031598768,SN_1-1,bs,glut,bs,bs,glut,bs,bs,glut,bs,307
68,640,68,0.0756648809266921,HC_2-5,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,221
69,644,69,0.0654773418115675,FC_3-9,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,285
70,567,70,0.124019073894843,PC_1-3,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,280
71,568,71,0.27662924534607,FC_3-2,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,284
72,571,72,0.364478181628885,HC_6-4,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,293
73,434,73,1.29452524558249,HC_5-5,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,76
74,587,74,0.0906305284941772,PC_2-10,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,214
75,638,75,0.0534521922797609,FC_3-4,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,281
76,583,76,0.36330809121192,HC_2-3,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,226
77,481,77,2.09456347969549,PC_2-8,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,71
78,455,78,0.585353809705512,PC_2-6,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,210
79,434,79,1.29452524558249,HC_6-2,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,75
80,562,80,0.28008768911181,PC_2-18,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,196
81,476,81,0.137906481933135,PC_2-15,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,202
82,581,82,0.30084884339969,PC_6-7,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,232
83,508,83,1.04206627821431,HC_2-1,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,235
84,602,84,0.290941100279596,HC_6-3,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,292
85,580,85,0.408187650774343,PC_2-1,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,209
86,591,86,0.0676512969976425,GP_3-5,dien,gad,gp,dien,gad,gp,dien,gad,gp,84
87,594,87,0.327914342387196,PC_6-6,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,219
88,424,88,5.23430182757301,FC_7-4,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,253
89,615,89,0.128163623706112,FC_3-1,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,283
90,530,90,0.642573694940597,HC_5-12,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,234
91,527,91,0.514893907889063,HC_5-14,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,247
92,612,92,0.259168792710971,PC_1-1,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,264
93,588,93,0.18334200802422,PC_2-9,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,213
94,535,94,0.381491248036753,FC_3-5,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,201
95,541,95,0.324828218280126,PC_2-3,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,229
96,602,96,0.290941100279596,HC_6-5,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,291
97,636,97,0.102891767153242,GP_3-2,dien,gad,gp,dien,gad,gp,dien,gad,gp,81
98,629,98,0.113604857894857,PC_2-13,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,212
99,507,99,0.84657845102769,HC_3-11,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,237
100,435,100,3.52562235536996,GP_3-4,dien,gad,gp,dien,gad,gp,dien,gad,gp,74
101,629,101,0.113604857894857,PC_2-14,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,211
102,519,102,1.00589641539455,HC_3-1,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,258
103,369,103,6.35824260614421,ENT_4-1,dien,glut,ent,dien,glut,ent,dien,glut,ent,308
104,354,104,20.2690971398054,FC_11-2,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,184
105,507,105,0.84657845102769,HC_5-9,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,236
106,603,106,0.0912834933996981,PC_7-1,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,271
107,560,107,0.170738333341986,FC_7-1,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,245
108,522,108,0.309628501614659,HC_3-8,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,265
109,591,109,0.0676512969976425,GP_3-6,dien,gad,gp,dien,gad,gp,dien,gad,gp,83
110,480,110,0.568249671758219,FC_3-6,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,73
111,592,111,0.144602215561869,GP_3-3,dien,gad,gp,dien,gad,gp,dien,gad,gp,82
112,634,112,0.10918930697432,PC_3-4,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,240
113,382,113,7.96512109331204,STR_14-2,tele,gad,str,tele,gad,str,tele,gad,str,139
114,572,114,0.575401774494051,PC_2-12,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,233
115,632,115,0.126605672832107,FC_7-2,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,244
116,535,116,0.381491248036753,FC_4-2,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,200
117,480,117,0.568249671758219,PC_1-6,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,72
118,581,118,0.30084884339969,HC_5-11,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,231
119,440,119,3.76714326228323,PC_6-2,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,225
120,523,120,0.400282312446514,PC_3-1,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,217
121,515,121,0.473041898567284,PC_6-1,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,220
122,561,122,0.20235770875402,PC_3-10,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,242
123,594,123,0.327914342387196,PC_6-5,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,218
124,632,124,0.126605672832107,FC_7-3,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,243
125,451,125,2.70326073330798,PC_6-4,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,224
126,636,126,0.102891767153242,GP_3-1,dien,gad,gp,dien,gad,gp,dien,gad,gp,80
127,634,127,0.10918930697432,PC_3-5,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,239
128,367,128,7.53426479332745,HC_14-1,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,179
129,397,129,5.90766660753065,CB_1-1,hind,glut,cbm,hind,glut,cbm,hind,glut,cbm,178
130,603,130,0.0912834933996981,FC_4-1,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,270
131,627,131,0.168666162217008,PC_3-3,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,241
132,612,132,0.259168792710971,FC_3-10,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,263
133,527,133,0.514893907889063,HC_5-15,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,246
134,432,134,0.522102985253049,GP_3-9,dien,gad,gp,dien,gad,gp,dien,gad,gp,85
135,526,135,0.669305131139902,HC_6-6,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,294
136,604,136,0.172336275696882,PC_7-3,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,269
137,619,137,0.142250163750681,FC_7-6,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,249
138,390,138,7.92623682176427,CB_4-3,hind,glut,cbm,hind,glut,cbm,hind,glut,cbm,174
139,385,139,5.71386845050769,PC_3-6,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,254
140,458,140,2.13363070108472,STR_15-1,tele,gad,str,tele,gad,str,tele,gad,str,166
141,350,141,16.575314595777,CB_2-1,hind,gad,cbm,hind,gad,cbm,hind,gad,cbm,192
142,411,142,2.90112236793004,PC_1-2,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,267
143,531,143,0.0983130086616471,HC_3-2,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,273
144,404,144,2.10627184690695,HC_5-10,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,238
145,433,145,0.629287306985016,GP_3-7,dien,gad,gp,dien,gad,gp,dien,gad,gp,87
146,397,146,5.90766660753065,CB_4-1,hind,glut,cbm,hind,glut,cbm,hind,glut,cbm,177
147,523,147,0.400282312446514,PC_3-2,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,216
148,618,148,0.127895715732877,PC_3-8,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,251
149,604,149,0.172336275696882,PC_7-2,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,268
150,619,150,0.142250163750681,FC_7-7,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,248
151,430,151,4.50860441500386,HC_5-13,tele,glut,hipp,tele,glut,hipp,tele,glut,hipp,252
152,618,152,0.127895715732877,PC_3-9,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,250
153,481,153,2.09456347969549,FC_7-5,tele,glut,ctx,tele,glut,ctx,tele,glut,ctx,70
